company_name,country_code,state_code,city,status,category_group_list,funding_total_usd,founded_on,closed_on,uuid
301 Digital Media,USA,TN,Brentwood,operating,advertising|content and publishing|media and entertainment|sales and marketing,,1/1/2014,,f1cf50d9-9f01-2994-cd97-6a602637f164
Acadia Healthcare,USA,TN,Franklin,ipo,health care,,1/1/2005,,15afda29-f867-f612-0667-3d0e5c940616
Access America Transport,USA,TN,Chattanooga,acquired,transportation,,1/1/2002,,929d2126-245d-e510-8cf9-d6833920f025
Accredo Health,USA,TN,Memphis,ipo,health care,,1/1/1996,,b86e0ee0-03b8-5024-a2e2-32595f963f19
AC Entertainment,USA,TN,Knoxville,acquired,media and entertainment|music and audio,,1/1/1991,,b652e657-f1ad-e38b-1f20-e6c4d0c27b1d
AdeptBio,USA,TN,Memphis,acquired,biotechnology|science and engineering,,1/1/2010,,c0cb12be-df9a-96e5-8c41-5a58861c5404
Aegis Sciences,USA,TN,Nashville,operating,biotechnology|health care|science and engineering,,1/1/1991,,fbef6e2d-1ce4-ad5b-4e8f-a95f70ed1c86
"AgilityFOUR - KMR, Inc.",USA,TN,Dandridge,acquired,software,,1/1/2007,,69e3878b-5ff2-5858-aa3b-c40536c4e0e1
Aid & Assist At Home,USA,TN,Bristol,acquired,health care,,1/1/2005,,89e32df7-bf62-bccc-7f07-3da1e8399a36
AirCel Corp,USA,TN,Maryville,acquired,manufacturing,,1/1/1994,,feeca0a7-d9f2-3b2b-fc1e-5a33a29d6b79
Ambulatory Services of America,USA,TN,Brentwood,acquired,health care,,12/1/2007,,60813f9e-567d-3ea1-6abc-d0c42a268583
American Hometown Publishing,USA,TN,Franklin,acquired,content and publishing|media and entertainment,,1/1/2005,,80572421-a62e-8da5-45d0-6c04f1794fa6
AmSurg Corporation,USA,TN,Nashville,acquired,health care,,1/1/1992,,7ce5b727-d53b-d275-3779-b2c653942330
Animal Emergency Specialty Center,USA,TN,Knoxville,acquired,,,1/1/2001,,1f2d2de3-2b44-8da3-fc87-6c4104e263a7
Anode - FireSign Dynamic Digital Signage platform,USA,TN,Nashville,acquired,apps|software,,1/1/2003,,8f1254cc-4ff8-3773-e6f3-3486afb22368
Aqua-Chem,USA,TN,Knoxville,acquired,natural resources,,1/1/2006,,15d6f8f8-f330-a807-2e37-7c7eb8de1582
Ardent Health Services,USA,TN,Nashville,acquired,health care,,1/1/1993,,a3688269-e3f1-c47a-0896-fc75eebc9b78
Aries Clean Energy,USA,TN,Nashville,operating,energy|sustainability,,1/1/2010,,bc87d2a9-2cfc-40a8-5df4-ee34d2ea22a8
ARiES Energy,USA,TN,Knoxville,acquired,energy|sustainability,,1/1/2011,,5f270e0d-65e7-b7b1-184b-ffa3720a7184
Aries Solar,USA,TN,Knoxville,acquired,energy|natural resources|sustainability,,1/1/2010,,cae44d1d-416e-af17-e34f-2b078ddf630c
Aroluxe,USA,TN,Brentwood,operating,advertising|sales and marketing,,1/1/2014,,1afd1a79-0258-c981-bd6d-030a3afe951f
Asentinel,USA,TN,Memphis,acquired,information technology|software,,1/1/2002,,4c1e4350-d2ad-fa02-ddd1-1e0e618469f0
Asurion,USA,TN,Nashville,operating,consumer electronics|financial services|hardware|mobile,,1/1/1994,,9cf163fb-1f77-0b6d-21ef-c9c6a36f70f0
AtWork Group,USA,TN,Knoxville,operating,administrative services|professional services,,1/1/1992,,88e12d29-0c6e-d630-f312-6288f6b823d2
autoXLR8R,USA,TN,Spring Hill,closed,transportation|travel and tourism,,1/1/2013,3/1/2016,7f35271c-66f4-3d0c-9db8-db7ab18f7e71
Avenue Financial Holdings,USA,TN,Nashville,acquired,financial services|lending and investments,,1/1/2006,,8dc9078b-c357-2f0d-04bd-0ce0ef7d52f7
Avondale Partners,USA,TN,Nashville,operating,data and analytics|design|financial services|lending and investments,,1/1/2001,,45661b4a-2990-c5dd-416b-343255c75126
BBR Music Group,USA,TN,Nashville,acquired,media and entertainment|music and audio,,1/1/1997,,84522453-9a1e-4038-4750-0e426418faca
Behavioral Centers of America,USA,TN,Nashville,acquired,health care,,1/1/2002,,4a1ee997-287d-5d19-ab59-1256240589ce
BindTech Inc.,USA,TN,Nashville,acquired,manufacturing,,1/1/1992,,0178e038-d471-2595-528b-bd9abd16994b
"BioD, LLC",USA,TN,Cordova,acquired,biotechnology|health care|science and engineering,,1/1/2005,,4ebb56fc-53f4-caea-51f6-f451fec96369
Bitcoin Magazine,USA,TN,Nashville,acquired,content and publishing|financial services|media and entertainment|payments|software,,1/1/2011,,cfd48ec6-d8ff-4695-6441-fa07b1b3bcbb
Caddis,USA,TN,Franklin,acquired,internet services|sales and marketing,,1/1/2010,,c8f08d69-83ee-2776-5b98-cd7b90cc41dc
Capella Healthcare (now RCCH HealthCare Partners),USA,TN,Franklin,acquired,government and military|health care,,1/1/2005,,e09bae4e-6985-438c-3ace-e47844770ac4
Capital Confirmation,USA,TN,Brentwood,operating,consumer electronics|financial services|hardware|professional services,,1/1/2000,,bcfdd05e-a729-9f26-30c4-1ac30fe391c4
Case Closed Software,USA,TN,Cleveland,acquired,data and analytics|software,,1/1/2005,,2c45e37d-4ab5-1707-4d2c-a96d44c278e2
"CaseLogistix, Inc.",USA,TN,Nashville,acquired,professional services|software,,1/1/1999,,3b655687-bae8-78f1-cd79-36b4ec33d707
CBL & Associates Properties,USA,TN,Chattanooga,ipo,financial services|real estate,,7/13/1993,,b217c31a-8beb-7efb-07c7-bfb8d7e0d335
CellBlox,USA,TN,Eagleville,acquired,information technology,,1/1/2012,,8e72435d-e0a9-0d71-f824-4ad90a6c4aaa
Cell Journalist,USA,TN,Nashville,acquired,content and publishing|internet services|media and entertainment|mobile|software|video,,1/1/2007,,0a902c63-c1c2-dac3-8873-41b936378da7
Centerre Healthcare Corporation,USA,TN,Brentwood,acquired,health care,,1/1/2002,,0cee9241-feaf-298c-c2a1-ad52d340ee1c
Clayton Associates,USA,TN,Nashville,operating,financial services|lending and investments,,1/5/1996,,75f7c49e-8575-bd7c-8b5a-0ea5783e5d2d
Cogent Healthcare,USA,TN,Brentwood,acquired,biotechnology|science and engineering,,1/1/2007,,6fa08f33-2310-3cee-5e5a-424001f40d9b
Combustion LLC,USA,TN,Memphis,acquired,advertising|design|information technology|privacy and security|sales and marketing,,1/1/1997,,5ac638a3-7a4d-ccf0-fce3-0da3a0e2b202
Converged Solutions Group,USA,TN,Nashville,acquired,hardware|information technology,,1/1/2004,,fa7e05bd-e2e0-6513-bc8a-0be2ca4188ed
Cornerstone Community Bank,USA,TN,Chattanooga,acquired,financial services|lending and investments,,1/1/1996,,3d274198-911c-0847-cedd-ec9433f54bea
Crafty Games,USA,TN,Knoxville,acquired,content and publishing|gaming|media and entertainment,,1/1/2005,,c7ef08e1-5d19-eb70-a355-9ac057501ea4
CredenceHealth,USA,TN,Brentwood,acquired,artificial intelligence|data and analytics|health care|information technology|science and engineering,,1/1/2007,,c1ec15cd-c1fd-735c-db23-a582c534fbc2
CrossBrowserTesting.com,USA,TN,Germantown,acquired,hardware|internet services|software,,1/1/2008,,95cce0d2-cbb9-b060-51de-4f6edf240e00
CSC Links,USA,TN,Nashville,acquired,financial services|payments,,1/1/2008,,9ba6aae7-c84f-a3a7-60d7-4c797bbd8126
CSI Medical,USA,TN,Gallatin,acquired,health care,,1/1/2001,,c9bae78c-55b6-ecd6-e98b-42bdfbd25fc3
Cumberland Consulting Group,USA,TN,Franklin,operating,information technology,,1/1/2004,,2a2414c1-41c4-e3a4-1dbb-c0942b20af0d
Cumberland Pharmaceuticals,USA,TN,Nashville,ipo,biotechnology|health care|science and engineering,,1/1/1999,,8ee813e6-930b-5329-f36c-b670093c1fa2
"Delek Logistics Partners, L.P.",USA,TN,Brentwood,ipo,energy,,1/1/2012,,579e776d-bddf-8b9c-8e13-ddbaf9286f8d
"Delek US Holdings, Inc.",USA,TN,Brentwood,ipo,energy|natural resources|sales and marketing,,1/1/2001,,5abb242c-a64d-ed8c-580e-367265c98091
DeMoss Capital,USA,TN,Chattanooga,acquired,,,1/1/2008,,3130536c-0b60-05d4-be5a-d3d7b4dbd763
Diabetes Care Club,USA,TN,Franklin,operating,biotechnology|health care|science and engineering,,1/1/2007,,37499f71-9a5c-c30e-3d3c-cda86fabafea
digichart,USA,TN,Brentwood,acquired,health care|information technology,,1/1/1996,,d03e964d-aadc-6fab-68c6-13b67a125654
Direct General Insurance,USA,TN,Nashville,acquired,financial services,,1/1/1991,,3dcd12be-a424-3dd7-9eb5-1c585f838cf5
DiscLive Network,USA,TN,Memphis,acquired,media and entertainment|music and audio,,1/1/2007,,22811718-09c5-3bff-6e74-4fd3fc3cfc01
Diversicare Healthcare Services Inc.,USA,TN,Brentwood,ipo,,,1/1/1994,,37687df4-5cc1-1861-5cf8-aa9b5dad46e4
Documentary Channel,USA,TN,Nashville,acquired,media and entertainment|video,,1/1/2006,,0d728bef-2407-a517-f883-b9df3a3834f1
Dualtone Music Group,USA,TN,Nashville,acquired,,,1/1/2001,,31f6265c-5ce2-0ef1-14cc-2bdd4fe9d2e2
DXE Medical,USA,TN,Brentwood,operating,health care,,1/1/1999,,409e0848-0f81-bdfc-4741-82ebf715c118
EBM Solutions,USA,TN,Nashville,acquired,,,1/1/1999,,26ee737d-a8f5-5a1b-048c-a5c6e487a764
echomusic,USA,TN,Nashville,acquired,,,1/1/1999,,efce3202-ffc1-3939-72e6-d32bbc27bd07
Edgenet,USA,TN,Brentwood,acquired,software,,1/1/1990,,3069a962-4056-3620-5814-d64ec6d8a381
Education Solutions Services,USA,TN,Knoxville,operating,education|information technology,,1/1/2016,,b4ca84e6-b2a9-f040-2eaf-72dcea098502
Emdeon,USA,TN,Nashville,acquired,financial services|payments|software,,1/1/2006,,0f0c5929-d9ec-252c-6ec4-2d45d0dd8c05
Emerge Financial Wellness,USA,TN,Nashville,operating,financial services,,7/1/2010,,a7b698c2-6616-0b4b-7869-4e3df18b5272
EN-Chart Scanning Program,USA,TN,Dandridge,acquired,,,1/1/2002,,a642ca63-1eb5-a74a-904e-33bd7467b266
Express Freight Systems,USA,TN,Chattanooga,acquired,transportation,,1/1/2004,,0963a205-1013-fc0f-6fb4-2b4604e372f7
Firefly Logic,USA,TN,Nashville,acquired,apps|internet services|mobile|software,,1/1/2004,,55bcc3f8-8815-220b-9b1a-e75ea06fb38c
First Security Group,USA,TN,Chattanooga,acquired,financial services,,1/1/1999,,0f3dd704-f3db-b3e0-0276-17734818d393
Focus Search Partners,USA,TN,Brentwood,operating,administrative services|professional services,,1/1/2010,,582c7867-6c40-2fa4-8f16-14224d0df820
Focus Technology Group,USA,TN,Nashville,acquired,information technology,,1/1/2001,,d75335b5-cfae-3145-c192-1449a0ba384c
ForceX,USA,TN,Clarksville,acquired,manufacturing|science and engineering|software,,1/1/2004,,587348c6-3cdb-564d-e0a3-9a71cc2059bc
Forward Air,USA,TN,Greeneville,ipo,transportation,,1/1/1993,,7e27aebd-e425-cc42-ad79-fc50c30f4582
Gales Network,USA,TN,Nashville,acquired,advertising|media and entertainment|sales and marketing,,1/1/1995,,481500d9-8423-00e9-bce6-26d49fd5698a
Genetics of Memphis,USA,TN,Memphis,acquired,biotechnology|science and engineering,,1/1/2002,,825946b6-bb80-f1a5-fc2e-3639c9149a72
Gotee Records,USA,TN,Brentwood,operating,,,1/1/1994,,ccdb96a6-b5b5-f9f0-38e8-0dec2ecb1b2c
"GreatDay Auto Group, Inc.",USA,TN,Memphis,acquired,commerce and shopping|transportation,,1/1/2014,,07642ca8-d3ed-cab2-e8aa-8148d3a0ddc1
Green Ballast,USA,TN,Memphis,ipo,hardware,,1/1/2011,,107b01ef-0122-f7c2-c4e0-1670a7861928
Griffin Technology,USA,TN,Nashville,acquired,consumer electronics|hardware|mobile|software,,1/1/1992,,99e15479-1e75-80bc-f603-d69d74d8a715
HCCA International,USA,TN,Franklin,acquired,health care,,1/1/1993,,e149072d-5eea-f563-610a-836773ca6681
Healthcare Realty Trust,USA,TN,Nashville,ipo,health care|real estate,,1/1/1992,,44e5ecd4-ef88-97f8-1197-08f3557827b2
Hemophilia Health Services,USA,TN,Nashville,operating,,,1/1/1990,,cf79d7bf-ae79-9642-c4d0-296f9ebdbab9
H&S Railroad Co.,USA,TN,Knoxville,acquired,transportation,,1/1/1992,,2a3efdf8-6341-f674-8ea2-d224e41b751a
Hunsicker Senior Living Services,USA,TN,Fairview,acquired,,,1/1/2008,,317b730f-f48c-fc29-eb38-400f2bf804a2
Inform DX,USA,TN,Nashville,acquired,,,1/1/1997,,68dfd54e-69af-4502-29bf-40d760314adb
Innertainment Delivery Systems,USA,TN,Nashville,acquired,information technology,,1/1/2009,,44e0ac2c-be39-831d-422c-51ec9cafa5ce
InnLink,USA,TN,Hendersonville,acquired,travel and tourism,,1/1/1991,,c83c78ae-51a3-9eee-ee93-77ca2eb6f01d
InQuicker,USA,TN,Nashville,acquired,information technology|software,,1/1/2006,,5aef7827-78b5-cdef-15a8-0ae62131f4a3
Integrity Nutraceuticals,USA,TN,Spring Hill,operating,commerce and shopping|data and analytics|health care|manufacturing,,1/1/1999,,3427a549-9a21-6a66-b14a-efb482e47db3
Intellio LLC,USA,TN,Franklin,acquired,advertising|sales and marketing,,1/1/2014,,e045b409-eb90-18cf-d3f3-8d37f5115352
International Sourcing Company,USA,TN,Memphis,acquired,commerce and shopping|manufacturing,,1/1/1994,,b69a9b20-6de5-deb0-5a59-a4425786b8f9
Investment Scorecard,USA,TN,Nashville,acquired,financial services,,1/1/1995,,350260e2-f3c7-566a-3826-357a9ab34359
Jaysec Technologies,USA,TN,Knoxville,acquired,information technology|software,,1/1/2002,,30f8e9ae-9bd5-bf4f-dc69-8268608326b5
Keys Group Holdings,USA,TN,Nashville,acquired,education|health care,,1/1/2001,,a96811bd-e3af-64d8-fdf4-2714dbc83393
King Pharmaceuticals,USA,TN,Bristol,acquired,biotechnology|science and engineering|software,,1/1/1994,,6fcbf851-0154-3bc4-0619-b3fdf5b39bb6
LFM Capital,USA,TN,Nashville,operating,manufacturing,,1/1/2014,,93d12ad3-28a3-e620-d57d-650edad3c4fe
LifeGuard Medical Solutions,USA,TN,Nashville,acquired,health care,,1/1/1999,,8a03911c-1fe8-05ba-4ef0-c78feb9214e1
LifePoint Health,USA,TN,Brentwood,ipo,health care,,1/1/1999,,ce055461-40cc-024a-e4a4-c4a8323af808
LinkSpectrum,USA,TN,Memphis,acquired,software,,1/1/2001,,43bb7fb5-d49c-9bbd-ed49-f701cb11ad74
Logan's Roadhouse,USA,TN,Nashville,acquired,food and beverage,,1/1/1995,,2f491cda-8856-4dac-aa55-1d24061cd2d5
LPS Integration,USA,TN,Brentwood,acquired,information technology,,1/1/2002,,7df0f8ed-1ee1-7784-b0ff-99634616b5a1
MacNeill Pride Group,USA,TN,Brentwood,operating,commerce and shopping|sports,,1/1/2003,,d9532791-42aa-3407-5438-ef57d7316821
Magna Bank,USA,TN,Memphis,acquired,financial services|lending and investments,,1/1/1999,,b3c7206c-32a0-5c76-f7f9-8f131b43545c
Market Street Solutions,USA,TN,Chattanooga,acquired,,,1/1/2002,,8f82b9b3-f531-a1cb-0546-7afdb09b294a
Mathis Tire,USA,TN,Collierville,acquired,transportation,,1/1/1993,,373f9962-2815-1dde-cb63-b17641e56ac3
Memphis Networx,USA,TN,Memphis,acquired,,,1/1/1999,,90f809ec-c7c2-d141-db73-f3b6195e7b74
Mid Tennessee Dentistry,USA,TN,Franklin,acquired,health care,,1/1/2014,,6d069575-6176-f717-38e6-04839280285b
M*Modal,USA,TN,Franklin,acquired,health care,,1/1/2001,,db47c83e-f955-6594-fdd1-ee0e01c26a08
N2 The Net,USA,TN,Cookeville,acquired,internet services,,1/1/1996,,79f39e8b-6b82-e404-778b-f05213b6ab7a
Nashville Family Dentistry,USA,TN,Nashville,acquired,health care,,1/1/2008,,4e271851-0ec3-7267-22f3-c816f3175a7b
National Renal Alliance,USA,TN,Franklin,acquired,,,1/1/2002,,f47f0ed9-4c40-a2bc-df54-5a3a3b1b54fd
National Seating & Mobility,USA,TN,Franklin,acquired,,,1/1/1992,,0ee19aa3-87d2-6874-76b8-1a9518f09286
New American Healthcare,USA,TN,Brentwood,ipo,health care,,1/1/1995,,8be5e30b-2d0b-b005-c656-b107cd930f2f
Nextech Solutions,USA,TN,Germantown,ipo,administrative services,,1/1/1999,,4630ce0d-40e1-5484-f44b-6c0033da72d9
NHI - National Health Investors,USA,TN,Murfreesboro,ipo,financial services,,1/1/1991,,3044a420-8cd5-e62e-d40b-96eaca83fb55
NoiseTrade,USA,TN,Nashville,acquired,information technology|media and entertainment|music and audio|sales and marketing|software,,1/1/2008,,67d3173b-4799-bcc2-bf0d-14f82b8b587e
Northshore Management Company,USA,TN,Knoxville,operating,,,1/1/2003,,810f6bec-e905-0a38-6926-31636cedc318
NovaLign Orthopaedics,USA,TN,Memphis,acquired,biotechnology|science and engineering,,1/1/2005,,dc7f6c7e-9b7e-5580-9199-2b16de5be8c2
Odyssey Behavioral Healthcare,USA,TN,Brentwood,operating,health care,,1/1/2015,,5e2a8d7b-5702-748f-7d47-81185943b0b5
OKDOTHIS,USA,TN,Nashville,operating,content and publishing|internet services|media and entertainment,,1/1/2012,,f9f8e1b1-32c5-6a48-2e5c-6933d61f6565
PalmGear,USA,TN,Franklin,acquired,community and lifestyle|internet services|mobile|platforms|software,,1/1/1997,,ab2c00ca-f131-df4f-a833-9395f69ed7c4
Parallon Business Solutions,USA,TN,Franklin,operating,,,1/1/2011,,206bfa85-9ab8-45a2-d576-81b8fedf22ad
Paramore Digital,USA,TN,Nashville,acquired,advertising|sales and marketing,,1/1/2002,,a859d371-0cfa-fd48-f4b0-0996cb571576
PGOA Media,USA,TN,Franklin,acquired,advertising|content and publishing|media and entertainment|sales and marketing,,1/1/1999,,57fd69eb-a050-921a-dcfc-6f14fbccd833
Physicians Care,USA,TN,Chattanooga,acquired,health care,,1/1/1990,,62471dd6-4bf3-0316-82a9-2583ab9f84a6
Pinnacle,USA,TN,Nashville,ipo,financial services|lending and investments,,1/1/1990,,88353901-2229-130d-a7d8-c74cd1ebbc0c
Pinnacle Airlines,USA,TN,Memphis,ipo,travel and tourism,,1/1/2002,,1981dd01-521f-723a-3a2c-014a24e3f523
Pinnacle Financial Partners,USA,TN,Nashville,ipo,financial services|lending and investments,,1/1/2000,,acc6bf22-49f7-32cb-2027-fa6412a17dcd
Polaris Hospital Company,USA,TN,Brentwood,operating,,,1/1/2007,,01a23469-fdc1-f14f-e8a5-ed619eeb36d5
Poplar Healthcare,USA,TN,Memphis,operating,biotechnology|science and engineering,,1/1/1995,,cd979db5-7d6a-5f77-74cd-8b2fca3c305a
Premier Concrete Pumping,USA,TN,Memphis,acquired,real estate|transportation,,1/1/1992,,6271347f-a712-259f-6ee5-33c7e6bf3200
Premier Parking,USA,TN,Nashville,acquired,transportation,,1/1/2001,,02db1ae7-d28e-f729-c25e-73db73150c90
Premise Health,USA,TN,Franklin,operating,community and lifestyle|internet services|media and entertainment|software,,2/1/2010,,1f5a1a2e-59cc-a546-1a39-8e4710c288ce
Primeritus Financial Services,USA,TN,Nashville,operating,financial services,,1/1/2012,,72027024-b8c1-c99f-78c1-c8964e1e4062
Promus Hotel Corp.,USA,TN,Memphis,acquired,food and beverage|travel and tourism,,1/1/1995,,4a814ecb-2bb6-2c79-47ab-fcff22a93956
PureSafety,USA,TN,Franklin,acquired,software,,1/1/1999,,1e0ce733-4b29-720d-9aa1-c0c4d94fc2a9
Quality Mobile X-Ray Services,USA,TN,Nashville,acquired,,,1/1/1992,,838c1c7a-ab45-c1b8-3bf5-3c0e13b050b2
Radiation Oncology Services of America,USA,TN,Brentwood,acquired,health care,,1/1/2006,,81a41f35-6043-bd13-9cc0-b391ce009b70
Radiology Alliance,USA,TN,Nashville,acquired,health care,,1/1/2001,,61e5e225-af1e-33fb-867d-3719126f599f
RA Group Holdings,USA,TN,Brentwood,operating,,,1/1/2005,,1b08a325-22b2-a19a-9f66-61ee82cf9093
RCCH HealthCare Partners,USA,TN,Brentwood,operating,health care,,1/1/2009,,0086d1f3-0562-fe79-d3d9-d1961f06a13e
RealVoice,USA,TN,Memphis,operating,commerce and shopping|travel and tourism,,1/1/2013,,6ae64877-831a-41c7-609a-bcd7b9eba08e
RegionalCare Hospital Partners,USA,TN,Brentwood,acquired,health care,,1/1/2009,,db89504d-0c15-4738-6667-772c3682d402
Relegent,USA,TN,Franklin,acquired,health care|internet services,,1/1/2002,,342b63a2-db5f-ceeb-f366-5dde9644c9b5
Renal Advantage,USA,TN,Franklin,acquired,health care,,1/1/2005,,331f875c-d420-5dc1-c157-bffb7db77bb0
Renal Care Group,USA,TN,Nashville,acquired,health care,,1/1/1996,,19210fb5-183d-fc45-c076-1ea2a848c35f
Resortquest International,USA,TN,Memphis,ipo,travel and tourism,,1/1/1997,,3ba80fdb-b1f5-cc94-ce06-7ca4b833e527
RocketFuel,USA,TN,Memphis,operating,software,,7/7/2007,,3ad1e8dd-eb3e-7a1c-9177-0b99980cb679
Rockhouse Partners,USA,TN,Nashville,acquired,sales and marketing,,1/1/2009,,39b5f18c-d88c-63e9-4373-3e57bb5a15ac
Rough Country,USA,TN,Dyersburg,acquired,,,1/1/1996,,4ee60594-4527-9f96-cff8-1cc44d1c159c
Rustici Software,USA,TN,Franklin,acquired,education|software,,1/1/2003,,be7c8c33-f973-f7d2-1299-386d02fdec8e
Safety and Ecology Corp,USA,TN,Knoxville,acquired,professional services,,1/1/1991,,a6b8cdc1-bd02-04cf-2eb0-03020f39fe81
Sitening LLC,USA,TN,Nashville,acquired,data and analytics|internet services|media and entertainment|sales and marketing|software,,1/1/2007,,92cf2066-43b3-ce6c-c861-888c5156bd91
SmartBank,USA,TN,Pigeon Forge,operating,financial services|lending and investments,,1/1/2007,,1ae9400c-724b-c9f9-7013-28b14f899d4d
SmartDM Holdings,USA,TN,Nashville,acquired,,,1/1/1995,,343271a2-f4da-f585-e13c-eae79d20afab
SoberCircle,USA,TN,Brentwood,acquired,health care|internet services|media and entertainment,,4/24/2006,,4b0c17d1-0856-0203-9c0a-f184377480e8
Solana Surgical,USA,TN,Memphis,acquired,biotechnology|science and engineering,,1/1/2011,,6f71dff8-a669-a18d-c879-c910826b8e8a
Southern Made,USA,TN,Nashville,acquired,travel and tourism,,1/1/2015,,a9e69f40-5e86-9a88-5682-ad81678e6878
Spendship,USA,TN,Nashville,acquired,commerce and shopping|internet services|media and entertainment|mobile|sales and marketing,,4/15/2013,,6dd6a876-85fb-b019-1c7a-7ead01b47e7a
Spheris,USA,TN,Franklin,acquired,software,,1/1/1998,,a779a9b3-548e-3551-22b5-f3498047a81b
"Spicerack Media, Inc.",USA,TN,Chattanooga,acquired,gaming,,1/1/2007,,fe2be7a0-6ccf-a065-e345-6d67a61d1d3d
Staffing as a Mission,USA,TN,Brentwood,acquired,administrative services|professional services,,1/1/2014,,77da286c-dcce-f4ab-ac83-e3e254234996
Sterling Solutions,USA,TN,Memphis,acquired,,,1/1/1998,,44e016ea-26b2-b139-b415-447699685b9e
Stone Pump & Trench,USA,TN,Knoxville,acquired,,,8/1/2010,,3b0a497d-8ad2-5579-54eb-6229b3bbf210
Stratas Foods,USA,TN,Memphis,operating,food and beverage,,10/1/2008,,9fbe1eaa-806c-f123-9718-49c2c2ea5324
SureGrip Footwear,USA,TN,Nashville,acquired,,,1/1/2004,,64bb3353-57c3-6e27-9d7b-ec354cc92235
Symmetry Surgical,USA,TN,Antioch,acquired,health care,,1/1/2012,,ea26bffb-80da-329e-763f-718d6402e2c0
"TBX Group, Inc",USA,TN,Memphis,operating,information technology|software|transportation,,4/13/2015,,75adb82c-9e47-4600-a9ab-2ff711968ea2
Telerhythmics,USA,TN,Collierville,acquired,health care,,1/1/1997,,a0f0ebe4-8c90-360e-b84d-1fb55e148dff
TelPlexus,USA,TN,Murfreesboro,acquired,,,1/1/1998,,da5685b9-74b3-621f-4a5c-aee25da0cfcf
The Gravel Company,USA,TN,Murfreesboro,acquired,real estate,,1/1/2005,,b0d4d3ae-ed93-505e-d4f8-c5be32534556
The HR Group,USA,TN,Brentwood,acquired,health care,,1/1/1996,,c5f385e2-a05e-2dd9-7192-2347a2eaac96
The Orchard,USA,TN,Nashville,acquired,media and entertainment|music and audio|sales and marketing|video,,1/1/1997,,a72cf9e7-492b-4461-1f1f-d839fa8ca86f
The Retirement Plan Company LLC,USA,TN,Brentwood,operating,,,1/1/1992,,bde6a300-178b-004b-fd88-07239d404e36
Thompson Dunavant,USA,TN,Memphis,acquired,,,1/1/1997,,2aec95fc-de10-0ec9-d1f3-e15e4e574552
"TNA Entertainment, LLC (Impact Wrestling)",USA,TN,Nashville,acquired,gaming|sports,,6/1/2002,,063a08cc-a6bb-c160-27d0-b53997f84644
TouchMD,USA,TN,Utah,acquired,health care|software,,1/1/2009,,04418197-50db-d0d6-137b-3541df8a4f63
TouchPoint Software,USA,TN,Cordova,acquired,consumer electronics|hardware|software,,1/1/2009,,892d2d4f-46aa-35c8-5d2c-107337e9ab5c
Tournament Games,USA,TN,Lebanon,acquired,gaming,,1/1/1997,,70367598-262e-a7fb-6f47-0957ccf64df7
TractManager,USA,TN,Chattanooga,operating,health care|information technology,,1/1/2000,,61b24a44-b2ca-cc0c-6586-fb8dfbbcf8af
TransCard,USA,TN,Chattanooga,operating,commerce and shopping|data and analytics|design|financial services|information technology|lending and investments|mobile|software,,1/1/2005,,0e564f33-e103-7c75-e483-3ce607e2e478
TriSummit Bank,USA,TN,Kingsport,acquired,financial services,,1/1/2007,,714de49d-cb1c-9053-1cc4-6de195d2ec51
TruGreen,USA,TN,Memphis,operating,real estate,,1/1/2012,,be5cc9a1-2ea7-35c4-79c4-d664d9a3178b
Universal Comedy Network,USA,TN,Nashville,acquired,media and entertainment,,1/1/2013,,ea293008-c5b4-d2c5-69ad-8ee2f9863b05
Vaco Technology,USA,TN,Brentwood,operating,administrative services|financial services|professional services,,1/1/2002,,561dc9d5-724b-7443-c112-0868ebbe9641
Valutec Card Solutions,USA,TN,Franklin,operating,privacy and security,,1/1/1998,,4272ec15-94f7-1aeb-b54f-4c68b79d38a2
Vanguard Health Systems,USA,TN,Nashville,acquired,health care,,1/1/1997,,6307968c-cf8d-862f-135d-271a68b1d0a8
Vector Oncology’s Pharma Services (CRO) Division,USA,TN,Memphis,acquired,health care,,1/1/2002,,e0d6ce3d-ac96-68c4-6e00-e7f823fc9d92
Velox Consulting,USA,TN,Nashville,acquired,information technology,,1/1/2011,,1d887274-ed53-f300-9d13-8ac8c8102b73
Verso,USA,TN,Memphis,ipo,design|manufacturing,,1/1/2006,,5a1ed89a-18e5-eb78-f4af-bd98aa078fc6
Video Gaming Technologies,USA,TN,Franklin,acquired,gaming,,1/1/1991,,6848aad5-cba1-ca35-2da7-13d4be77800e
Virsys12,USA,TN,Brentwood,operating,health care|information technology,,8/1/2011,,96541586-aadf-24f2-99ab-eaea1208b042
Walker Forge Tennessee,USA,TN,Surgoinsville,acquired,natural resources,,1/1/2004,,f6052303-9995-f892-231b-2d5b08a4a280
West End Holdings,USA,TN,Nashville,operating,,,1/1/2011,,97e3d5e2-a4fb-2316-8abc-f633262d3f31
Womanista,USA,TN,Brentwood,operating,software,,1/1/2012,,c768717c-2273-f880-9fd0-54f9b01c9546
WPC Healthcare,USA,TN,Brentwood,acquired,health care,,2/1/2014,,2f690852-ba96-80c6-8be7-897a48670557
Xtend Healthcare,USA,TN,Hendersonville,acquired,,,1/1/1990,,ffba6c2d-8521-37a6-0a01-1df5f5967549
Zeumo,USA,TN,Nashville,acquired,health care,,1/1/2012,,acb74611-d117-76ff-c91b-014f51d0522a
Zycron,USA,TN,Nashville,acquired,information technology,,1/1/1991,,e24582cc-bb18-8531-b974-6fb626bfd2c3
